time_s,var1,var2,var3,var4,var5,var6,var7,var8
3.52500,25.9932,-4.7126,-51.9105,53.2445,20.5094,-22.4356,16.2058,-55.9641
3.52917,25.7781,-4.2519,-51.7272,53.1631,20.4272,-21.6754,16.2767,-55.9521
3.53333,25.7098,-3.5714,-51.6365,53.0878,20.4736,-21.1199,16.3143,-55.9379
3.53750,25.5811,-3.3302,-51.4984,52.9657,20.5346,-20.3620,16.3239,-55.9926
3.54167,25.4011,-2.6238,-51.3751,52.8804,20.4829,-19.8202,16.3293,-56.0054
3.54583,25.4989,-2.0694,-51.2662,52.7810,20.5199,-19.3019,16.3120,-56.0459
3.55000,25.4018,-1.6612,-51.0860,52.6601,20.4758,-18.7401,16.2770,-56.1180
3.55417,24.9014,-1.4119,-50.9930,52.5123,20.4455,-18.4596,16.2342,-56.2454
3.55833,25.0006,-0.7805,-50.6607,52.4552,20.2313,-17.8501,16.2475,-56.2405
3.56250,24.8217,-0.7443,-50.6595,52.2954,20.4496,-17.5741,16.2219,-56.3701
3.56667,24.1337,-0.0172,-50.4312,52.2001,20.2702,-17.0830,16.2440,-56.4258
3.57083,23.8712,0.1352,-50.3482,52.1236,20.2873,-16.6005,16.2595,-56.4649
3.57500,23.7572,0.7540,-50.1943,52.1658,20.2397,-15.5664,16.2768,-56.3832
3.57917,23.5547,0.7457,-50.2139,52.0946,20.4271,-14.8940,16.2846,-56.4630
3.58333,23.5818,1.5928,-49.9752,52.0094,20.2472,-14.8315,16.2738,-56.5657
3.58750,23.3478,1.8365,-49.8698,51.9457,20.1984,-14.6271,16.2889,-56.5978
3.59167,23.3249,2.3839,-49.7756,51.9592,20.2488,-13.9852,16.3544,-56.5007
3.59583,22.8495,2.7251,-49.6269,51.8926,20.1607,-14.0506,16.3268,-56.6554
3.60000,22.7560,2.9554,-49.5224,51.8463,20.1573,-13.9724,16.3353,-56.6891
3.60417,22.8103,3.2394,-49.4565,51.8205,20.1634,-13.8888,16.3453,-56.7215
3.60833,22.7720,3.5705,-49.4362,51.8031,20.2188,-13.8066,16.3555,-56.7451
3.61250,22.7350,3.8187,-49.3446,51.7896,20.1709,-13.7251,16.3658,-56.7595
3.61667,22.7047,3.4786,-49.5506,51.8129,20.4207,-13.2497,16.4039,-56.7126
3.62083,22.7023,4.1817,-49.3132,51.8007,20.2295,-13.3241,16.3747,-56.7892
3.62500,22.6902,4.2055,-49.3080,51.7882,20.2430,-13.3531,16.3859,-56.7897
3.62917,22.6837,4.2348,-49.2813,51.7915,20.2598,-13.3327,16.3664,-56.8018
3.63333,22.6470,4.2850,-49.2968,51.7871,20.2719,-13.2888,16.3889,-56.7697
3.63750,22.6378,4.3020,-49.2877,51.7955,20.2763,-13.2687,16.3826,-56.7733
3.64167,22.6346,4.3100,-49.2813,51.8002,20.2790,-13.2452,16.3760,-56.7776
