time,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8,opensim_var1,opensim_var2,opensim_var3,opensim_var5,opensim_var4,opensim_var6,opensim_var7,opensim_var8,cardA_var1,cardA_var2,cardA_var3,cardA_var5,cardA_var4,cardA_var6,cardA_var7,cardA_var8,cardB_var1,cardB_var2,cardB_var3,cardB_var5,cardB_var4,cardB_var6,cardB_var7,cardB_var8
2.86250,21.647,-19.939,43.768,98.489,80.349,-64.132,-53.088,20.777,52.904,-32.482,-63.139,61.209,81.718,0.768,-8.287,-68.024,142.608,-180.000,-12.739,-26.217,84.366,11.711,10.855,18.624,142.608,-180.000,-12.739,-26.217,84.407,11.711,10.855,18.624
2.86667,21.800,-19.115,43.690,97.913,80.970,-64.054,-52.923,20.583,52.797,-32.515,-63.246,60.778,82.727,-1.117,-8.202,-68.013,142.508,180.000,-12.015,-25.993,84.968,11.945,10.843,18.014,142.508,180.000,-12.015,-25.993,84.926,11.945,10.843,18.014
2.87083,21.968,-18.286,43.633,97.344,81.576,-63.993,-52.758,20.400,52.169,-32.777,-63.443,60.396,83.352,-5.060,-8.308,-68.284,142.387,-180.000,-11.304,-25.723,85.551,12.156,10.828,17.394,142.387,-180.000,-11.304,-25.723,85.424,12.156,10.828,17.394
2.87500,22.147,-17.458,43.594,96.783,82.167,-63.948,-52.593,20.223,51.954,-32.869,-63.568,59.993,84.155,-8.120,-8.296,-68.391,142.246,180.000,-10.609,-25.402,86.116,12.345,10.810,16.769,142.246,180.000,-10.609,-25.402,85.899,12.345,10.810,16.769
2.87917,22.335,-16.635,43.571,96.234,82.745,-63.918,-52.426,20.050,50.091,-33.828,-63.836,59.668,84.987,-10.920,-8.279,-68.500,142.087,-180.000,-9.932,-25.030,86.664,12.512,10.788,16.143,142.087,-180.000,-9.932,-25.030,86.353,12.512,10.788,16.143
2.88333,22.529,-15.823,43.561,95.698,83.310,-63.902,-52.257,19.879,46.876,-36.048,-63.770,59.024,85.832,-13.602,-8.248,-68.592,141.912,180.000,-9.275,-24.604,87.195,12.657,10.762,15.517,141.912,180.000,-9.275,-24.604,86.786,12.657,10.762,15.517
2.88750,22.725,-15.025,43.565,95.179,83.862,-63.900,-52.084,19.707,46.783,-36.111,-63.902,58.642,86.642,-16.467,-8.221,-68.683,141.722,-180.000,-8.639,-24.123,87.707,12.782,10.731,14.896,141.722,-180.000,-8.639,-24.123,87.199,12.782,10.731,14.896
2.89167,22.920,-14.246,43.579,94.678,84.402,-63.911,-51.906,19.531,46.578,-36.239,-64.027,58.269,87.482,-18.888,-8.146,-68.768,141.520,-180.000,-8.028,-23.588,88.201,12.888,10.694,14.283,141.520,-180.000,-8.028,-23.588,87.590,12.888,10.694,14.283
2.89583,23.114,-13.488,43.604,94.196,84.927,-63.934,-51.723,19.350,44.794,-37.282,-64.129,57.919,88.320,-21.469,-8.075,-68.796,141.307,-180.000,-7.441,-22.999,88.676,12.974,10.651,13.681,141.307,-180.000,-7.441,-22.999,87.960,12.974,10.651,13.681
2.90000,23.302,-12.756,43.636,93.734,85.437,-63.970,-51.535,19.161,44.678,-37.394,-64.290,57.598,89.136,-23.977,-7.987,-68.839,141.085,-180.000,-6.879,-22.361,89.130,13.044,10.602,13.092,141.085,-180.000,-6.879,-22.361,88.308,13.044,10.602,13.092
2.90417,23.483,-12.051,43.677,93.293,85.929,-64.017,-51.341,18.962,41.427,-39.654,-64.134,57.054,90.020,-25.960,-7.919,-68.876,140.855,-180.000,-6.344,-21.676,89.561,13.096,10.546,12.518,140.855,-180.000,-6.344,-21.676,88.634,13.096,10.546,12.518
2.90833,23.654,-11.375,43.724,92.872,86.401,-64.075,-51.141,18.750,41.385,-39.727,-64.292,56.755,90.742,-28.718,-7.759,-68.882,140.619,180.000,-5.835,-20.949,89.969,13.132,10.483,11.961,140.619,180.000,-5.835,-20.949,88.934,13.132,10.483,11.961
2.91250,23.815,-10.732,43.778,92.471,86.850,-64.144,-50.934,18.524,41.302,-39.825,-64.447,56.451,91.606,-30.517,-7.732,-68.931,140.378,-180.000,-5.355,-20.184,89.651,13.153,10.412,11.422,140.378,-180.000,-5.355,-20.184,89.209,13.153,10.412,11.422
2.91667,23.963,-10.121,43.837,92.090,87.273,-64.224,-50.721,18.283,39.171,-41.318,-64.375,56.123,92.208,-34.026,-7.626,-68.960,140.134,-180.000,-4.903,-19.388,89.299,13.160,10.333,10.902,140.134,-180.000,-4.903,-19.388,89.456,13.160,10.333,10.902
2.92083,24.099,-9.546,43.903,91.727,87.667,-64.315,-50.500,18.023,39.116,-41.393,-64.515,55.851,92.889,-36.747,-7.534,-68.967,139.888,-180.000,-4.480,-18.566,88.979,13.153,10.245,10.401,139.888,-180.000,-4.480,-18.566,89.672,13.153,10.245,10.401
2.92500,24.221,-9.006,43.974,91.382,88.029,-64.418,-50.273,17.745,39.008,-41.506,-64.653,55.577,93.627,-38.907,-7.374,-68.953,139.641,180.000,-4.088,-17.724,88.694,13.133,10.148,9.920,139.641,180.000,-4.088,-17.724,89.856,13.133,10.148,9.920
2.92917,24.329,-8.504,44.051,91.055,88.354,-64.531,-50.039,17.445,36.873,-43.166,-64.424,55.176,94.325,-41.035,-7.204,-68.912,139.395,-180.000,-3.727,-16.870,88.446,13.100,10.042,9.457,139.395,-180.000,-3.727,-16.870,89.995,13.100,10.042,9.457
2.93333,24.422,-8.039,44.134,90.742,88.640,-64.655,-49.797,17.125,36.814,-43.258,-64.554,54.945,94.993,-43.167,-7.029,-68.866,139.149,180.000,-3.399,-16.008,88.238,13.054,9.927,9.012,139.149,180.000,-3.399,-16.008,89.884,13.054,9.927,9.012
2.93750,24.501,-7.613,44.223,90.445,88.884,-64.789,-49.549,16.783,36.644,-43.468,-64.638,54.679,95.630,-45.323,-6.857,-68.822,138.906,180.000,-3.105,-15.145,88.072,12.996,9.803,8.585,138.906,180.000,-3.105,-15.145,89.813,12.996,9.803,8.585
2.94167,24.566,-7.223,44.319,90.162,89.083,-64.933,-49.296,16.420,36.595,-43.550,-64.788,54.448,96.226,-47.438,-6.669,-68.765,138.666,-180.000,-2.844,-14.286,87.951,12.926,9.672,8.174,138.666,-180.000,-2.844,-14.286,89.785,12.926,9.672,8.174
2.94583,24.615,-6.871,44.421,89.893,89.233,-65.085,-49.037,16.036,36.280,-43.990,-64.740,54.157,96.793,-49.437,-6.461,-68.681,138.428,-180.000,-2.617,-13.437,87.878,12.845,9.534,7.778,138.428,-180.000,-2.617,-13.437,89.801,12.845,9.534,7.778
2.95000,24.650,-6.555,44.531,89.636,89.331,-65.245,-48.776,15.633,35.030,-45.242,-64.528,53.847,97.337,-51.544,-6.263,-68.578,138.194,180.000,-2.424,-12.602,87.854,12.751,9.392,7.396,138.194,180.000,-2.424,-12.602,89.866,12.751,9.392,7.396
2.95417,24.669,-6.273,44.648,89.391,89.377,-65.411,-48.512,15.211,35.024,-45.312,-64.617,53.622,97.892,-53.029,-6.000,-68.431,137.962,180.000,-2.262,-11.784,87.883,12.647,9.248,7.028,137.962,180.000,-2.262,-11.784,89.979,12.647,9.248,7.028
2.95833,24.672,-6.022,44.773,89.159,89.368,-65.582,-48.248,14.774,35.044,-45.409,-64.716,53.413,98.401,-54.624,-5.741,-68.275,137.733,-180.000,-2.131,-10.988,87.965,12.530,9.104,6.673,137.733,-180.000,-2.131,-10.988,89.855,12.530,9.104,6.673
2.96250,24.659,-5.802,44.905,88.938,89.302,-65.756,-47.986,14.322,34.737,-46.097,-64.443,52.991,98.842,-56.440,-5.507,-68.144,137.506,-180.000,-2.028,-10.215,88.102,12.403,8.964,6.331,137.506,-180.000,-2.028,-10.215,89.637,12.403,8.964,6.331
2.96667,24.630,-5.610,45.046,88.728,89.180,-65.931,-47.727,13.859,34.756,-46.124,-64.568,52.833,99.294,-57.849,-5.199,-67.911,137.280,180.000,-1.952,-9.466,88.295,12.264,8.829,5.999,137.280,180.000,-1.952,-9.466,89.365,12.264,8.829,5.999
2.97083,24.585,-5.443,45.193,88.528,89.000,-66.108,-47.472,13.385,34.500,-46.590,-64.417,52.527,99.702,-59.197,-4.834,-67.605,137.056,-180.000,-1.902,-8.743,88.545,12.113,8.701,5.679,137.056,-180.000,-1.902,-8.743,89.038,12.113,8.701,5.679
2.97500,24.525,-5.300,45.348,88.339,88.762,-66.284,-47.223,12.904,34.422,-46.766,-64.419,52.304,100.150,-60.412,-4.414,-67.213,136.832,-180.000,-1.875,-8.044,88.852,11.952,8.583,5.369,136.832,-180.000,-1.875,-8.044,88.655,11.952,8.583,5.369
2.97917,24.449,-5.178,45.508,88.158,88.468,-66.458,-46.980,12.417,34.447,-46.889,-64.386,52.036,100.503,-61.570,-3.805,-66.580,136.610,-180.000,-1.871,-7.369,89.217,11.781,8.473,5.067,136.610,-180.000,-1.871,-7.369,88.217,11.781,8.473,5.067
2.98333,24.360,-5.078,45.672,87.987,88.117,-66.632,-46.742,11.925,34.463,-46.887,-64.478,51.910,100.874,-62.515,-3.226,-65.966,136.389,-180.000,-1.890,-6.717,89.638,11.600,8.374,4.773,136.389,-180.000,-1.890,-6.717,87.723,11.600,8.374,4.773
2.98750,24.257,-4.998,45.838,87.822,87.710,-66.803,-46.509,11.431,34.483,-47.093,-64.330,51.554,101.279,-62.926,-2.618,-65.316,136.170,180.000,-1.933,-6.087,89.885,11.411,8.284,4.487,136.170,180.000,-1.933,-6.087,87.174,11.411,8.284,4.487
2.99167,24.141,-4.936,46.006,87.664,87.248,-66.972,-46.281,10.935,34.511,-47.166,-64.337,51.372,101.515,-63.858,-2.065,-64.685,135.953,-180.000,-1.998,-5.475,89.352,11.213,8.203,4.207,135.953,-180.000,-1.998,-5.475,86.570,11.213,8.203,4.207
2.99583,24.014,-4.893,46.172,87.511,86.732,-67.138,-46.055,10.439,34.532,-47.121,-64.380,51.199,101.754,-64.374,-1.452,-64.033,135.740,-180.000,-2.087,-4.881,88.764,11.009,8.129,3.932,135.740,-180.000,-2.087,-4.881,85.913,11.009,8.129,3.932
3.00000,23.876,-4.868,46.335,87.362,86.162,-67.302,-45.832,9.945,34.759,-47.212,-64.294,50.975,102.014,-64.322,-0.884,-63.372,135.533,180.000,-2.198,-4.302,88.122,10.800,8.063,3.663,135.533,180.000,-2.198,-4.302,85.203,10.800,8.063,3.663
3.00417,23.728,-4.859,46.493,87.215,85.540,-67.463,-45.609,9.453,34.808,-47.153,-64.283,50.751,102.144,-64.615,-0.293,-62.721,135.331,180.000,-2.333,-3.737,87.427,10.586,8.002,3.397,135.331,180.000,-2.333,-3.737,84.442,10.586,8.002,3.397
3.00833,23.571,-4.866,46.642,87.070,84.867,-67.621,-45.387,8.965,34.924,-47.122,-64.212,50.492,102.208,-65.238,0.360,-62.042,135.138,180.000,-2.491,-3.183,86.681,10.368,7.946,3.135,135.138,180.000,-2.491,-3.183,83.629,10.368,7.946,3.135
3.01250,23.404,-4.888,46.783,86.925,84.143,-67.776,-45.164,8.484,35.105,-47.092,-64.133,50.248,102.214,-65.438,0.914,-61.375,134.954,-180.000,-2.670,-2.640,85.884,10.149,7.895,2.876,134.954,-180.000,-2.670,-2.640,82.768,10.149,7.895,2.876
3.01667,23.228,-4.924,46.912,86.780,83.370,-67.927,-44.940,8.009,35.708,-46.826,-64.115,50.105,102.161,-65.655,1.485,-60.726,134.782,180.000,-2.869,-2.106,85.038,9.929,7.847,2.620,134.782,180.000,-2.869,-2.106,81.858,9.929,7.847,2.620
3.02083,23.043,-4.972,47.029,86.633,82.547,-68.075,-44.715,7.542,35.774,-46.718,-64.064,49.842,102.083,-65.816,2.126,-60.082,134.623,-180.000,-3.088,-1.579,84.143,9.709,7.803,2.367,134.623,-180.000,-3.088,-1.579,80.902,9.709,7.803,2.367
3.02500,22.851,-5.030,47.132,86.483,81.675,-68.219,-44.487,7.085,35.930,-46.638,-63.949,49.557,101.885,-65.938,2.642,-59.437,134.479,-180.000,-3.322,-1.059,83.202,9.490,7.760,2.116,134.479,-180.000,-3.322,-1.059,79.900,9.490,7.760,2.116
3.02917,22.650,-5.099,47.220,86.330,80.755,-68.360,-44.258,6.638,36.335,-46.521,-63.804,49.289,101.637,-66.054,3.178,-58.815,134.350,180.000,-3.572,-0.544,82.214,9.275,7.719,1.867,134.350,180.000,-3.572,-0.544,78.853,9.275,7.719,1.867
3.03333,22.443,-5.177,47.293,86.172,79.788,-68.496,-44.026,6.202,36.881,-46.231,-63.731,49.098,101.315,-66.179,3.727,-58.232,134.239,180.000,-3.834,-0.035,81.181,9.063,7.679,1.620,134.239,180.000,-3.834,-0.035,77.764,9.063,7.679,1.620
3.03750,22.228,-5.262,47.351,86.010,78.773,-68.630,-43.792,5.778,36.919,-46.166,-63.722,48.988,100.987,-66.188,4.298,-57.593,134.146,-180.000,-4.106,0.470,80.104,8.855,7.640,1.376,134.146,-180.000,-4.106,0.470,76.633,8.855,7.640,1.376
3.04167,22.009,-5.354,47.393,85.843,77.711,-68.760,-43.555,5.365,37.214,-45.960,-63.475,48.502,100.555,-66.263,4.853,-56.993,134.072,180.000,-4.387,0.971,78.983,8.652,7.599,1.134,134.072,180.000,-4.387,0.971,75.461,8.652,7.599,1.134
3.04583,21.784,-5.452,47.420,85.671,76.601,-68.888,-43.315,4.964,37.627,-45.751,-63.310,48.205,100.112,-66.321,5.481,-56.368,134.017,180.000,-4.675,1.469,77.821,8.453,7.557,0.894,134.017,180.000,-4.675,1.469,74.250,8.453,7.557,0.894
3.05000,21.555,-5.556,47.431,85.492,75.444,-69.013,-43.072,4.574,39.221,-44.850,-63.297,48.170,99.494,-66.366,5.958,-55.830,133.981,-180.000,-4.968,1.965,76.618,8.260,7.512,0.658,133.981,-180.000,-4.968,1.965,73.000,8.260,7.512,0.658
3.05417,21.324,-5.665,47.427,85.308,74.238,-69.137,-42.824,4.196,39.394,-44.728,-63.117,47.808,98.913,-66.406,6.472,-55.240,133.963,180.000,-5.264,2.458,75.375,8.071,7.463,0.425,133.963,180.000,-5.264,2.458,71.714,8.071,7.463,0.425
3.05833,21.091,-5.778,47.409,85.117,72.984,-69.260,-42.572,3.829,39.727,-44.547,-62.923,47.506,98.235,-66.447,6.995,-54.683,133.964,180.000,-5.561,2.949,74.092,7.884,7.409,0.196,133.964,180.000,-5.561,2.949,70.391,7.884,7.409,0.196
3.06250,20.856,-5.895,47.376,84.920,71.682,-69.383,-42.316,3.472,39.778,-44.505,-62.903,47.397,97.465,-66.437,7.469,-54.187,133.981,180.000,-5.859,3.440,72.772,7.701,7.349,-0.028,133.981,180.000,-5.859,3.440,69.033,7.701,7.349,-0.028
3.06667,20.621,-6.016,47.331,84.717,70.330,-69.507,-42.055,3.125,40.362,-44.135,-62.552,46.841,96.732,-66.446,7.986,-53.662,134.014,180.000,-6.154,3.930,71.414,7.519,7.284,-0.248,134.014,180.000,-6.154,3.930,67.642,7.519,7.284,-0.248
3.07083,20.386,-6.139,47.272,84.507,68.929,-69.632,-41.790,2.787,40.422,-44.107,-62.542,46.755,95.792,-66.496,8.439,-53.117,134.062,180.000,-6.448,4.420,70.021,7.338,7.211,-0.463,134.062,180.000,-6.448,4.420,66.218,7.338,7.211,-0.463
3.07500,20.150,-6.263,47.202,84.292,67.480,-69.759,-41.521,2.459,41.827,-43.219,-62.299,46.390,94.994,-66.543,8.996,-52.566,134.123,180.000,-6.737,4.911,68.593,7.157,7.133,-0.673,134.123,180.000,-6.737,4.911,64.763,7.157,7.133,-0.673
3.07917,19.914,-6.389,47.121,84.070,65.983,-69.889,-41.248,2.139,41.996,-43.052,-62.069,45.980,94.127,-66.533,9.626,-52.017,134.197,180.000,-7.021,5.402,67.133,6.975,7.047,-0.878,134.197,180.000,-7.021,5.402,63.278,6.975,7.047,-0.878
3.08333,19.679,-6.514,47.029,83.843,64.439,-70.022,-40.972,1.827,42.775,-42.567,-61.993,45.776,93.125,-66.543,10.048,-51.554,134.282,180.000,-7.300,5.893,65.641,6.791,6.955,-1.078,134.282,180.000,-7.300,5.893,61.765,6.791,6.955,-1.078
3.08750,19.444,-6.638,46.929,83.611,62.849,-70.158,-40.694,1.522,43.074,-42.389,-61.755,45.375,92.088,-66.589,10.513,-51.093,134.377,180.000,-7.572,6.383,64.120,6.606,6.856,-1.273,134.377,180.000,-7.572,6.383,60.226,6.606,6.856,-1.273
3.09167,19.209,-6.761,46.820,83.374,61.216,-70.300,-40.413,1.224,43.124,-42.349,-61.683,45.264,91.113,-66.555,11.069,-50.563,134.482,180.000,-7.839,6.871,62.572,6.419,6.750,-1.462,134.482,180.000,-7.839,6.871,58.662,6.419,6.750,-1.462
3.09583,18.973,-6.883,46.703,83.133,59.543,-70.446,-40.131,0.932,43.719,-41.877,-61.419,44.686,89.983,-66.628,11.501,-50.192,134.595,180.000,-8.098,7.358,60.997,6.230,6.639,-1.647,134.595,180.000,-8.098,7.358,57.076,6.230,6.639,-1.647
3.10000,18.739,-7.002,46.581,82.889,57.832,-70.597,-39.847,0.646,44.217,-41.522,-61.310,44.410,88.929,-66.581,11.987,-49.635,134.715,180.000,-8.351,7.840,59.400,6.039,6.522,-1.828,134.715,180.000,-8.351,7.840,55.470,6.039,6.522,-1.828
3.10417,18.504,-7.118,46.453,82.642,56.088,-70.754,-39.563,0.366,44.270,-41.519,-61.281,44.310,87.845,-66.555,12.491,-49.213,134.842,180.000,-8.598,8.317,57.783,5.845,6.399,-2.005,134.842,180.000,-8.598,8.317,53.846,5.845,6.399,-2.005
3.10833,18.270,-7.231,46.320,82.392,54.315,-70.917,-39.277,0.090,44.918,-40.906,-61.084,43.804,86.714,-66.558,12.978,-48.792,134.974,180.000,-8.839,8.787,56.147,5.651,6.271,-2.179,134.974,180.000,-8.839,8.787,52.206,5.651,6.271,-2.179
3.11250,18.037,-7.342,46.184,82.140,52.521,-71.086,-38.991,-0.180,45.409,-40.513,-60.969,43.510,85.537,-66.587,13.291,-48.419,135.111,180.000,-9.073,9.248,54.496,5.455,6.140,-2.349,135.111,180.000,-9.073,9.248,50.555,5.455,6.140,-2.349
3.11667,17.806,-7.448,46.045,81.887,50.710,-71.261,-38.704,-0.446,45.629,-40.316,-60.759,43.074,84.415,-66.536,13.831,-47.955,135.253,180.000,-9.302,9.700,52.834,5.258,6.004,-2.517,135.253,180.000,-9.302,9.700,48.894,5.258,6.004,-2.517
3.12083,17.577,-7.552,45.904,81.632,48.892,-71.442,-38.417,-0.708,45.876,-40.221,-60.446,42.556,83.235,-66.558,14.221,-47.590,135.398,180.000,-9.525,10.140,51.165,5.061,5.865,-2.682,135.398,180.000,-9.525,10.140,47.228,5.061,5.865,-2.682
3.12500,17.350,-7.652,45.762,81.376,47.075,-71.629,-38.129,-0.965,46.389,-39.852,-60.283,42.310,82.058,-66.552,14.629,-47.210,135.546,-180.000,-9.743,10.567,49.491,4.864,5.725,-2.846,135.546,-180.000,-9.743,10.567,45.561,4.864,5.725,-2.846
3.12917,17.126,-7.748,45.620,81.118,45.268,-71.822,-37.842,-1.219,47.028,-39.342,-60.196,42.031,80.939,-66.494,15.137,-46.812,135.696,-180.000,-9.954,10.981,47.818,4.669,5.583,-3.008,135.696,-180.000,-9.954,10.981,43.896,4.669,5.583,-3.008
3.13333,16.905,-7.840,45.477,80.858,43.481,-72.021,-37.555,-1.468,47.359,-39.087,-59.979,41.616,79.755,-66.513,15.467,-46.455,135.847,-180.000,-10.159,11.380,46.151,4.475,5.441,-3.168,135.847,-180.000,-10.159,11.380,42.238,4.475,5.441,-3.168
3.13750,16.689,-7.928,45.335,80.596,41.723,-72.225,-37.267,-1.713,47.667,-38.795,-59.757,41.133,78.573,-66.491,15.741,-46.160,135.999,180.000,-10.356,11.764,44.494,4.284,5.300,-3.327,135.999,180.000,-10.356,11.764,40.592,4.284,5.300,-3.327
3.14167,16.477,-8.012,45.194,80.332,40.005,-72.435,-36.980,-1.953,47.993,-38.523,-59.546,40.716,77.512,-66.431,16.294,-45.741,136.152,180.000,-10.547,12.129,42.852,4.097,5.162,-3.485,136.152,180.000,-10.547,12.129,38.963,4.097,5.162,-3.485
3.14583,16.271,-8.091,45.054,80.064,38.335,-72.650,-36.693,-2.188,48.119,-38.487,-59.448,40.596,76.374,-66.445,16.528,-45.484,136.305,180.000,-10.729,12.477,41.231,3.913,5.026,-3.641,136.305,180.000,-10.729,12.477,37.357,3.913,5.026,-3.641
3.15000,16.070,-8.165,44.914,79.792,36.722,-72.870,-36.405,-2.418,49.100,-37.754,-59.211,40.102,75.318,-66.359,17.036,-45.097,136.458,180.000,-10.902,12.805,39.636,3.735,4.895,-3.795,136.458,180.000,-10.902,12.805,35.777,3.735,4.895,-3.795
3.15417,15.876,-8.235,44.775,79.516,35.173,-73.096,-36.118,-2.642,49.552,-37.376,-59.012,39.694,74.305,-66.310,17.434,-44.796,136.610,180.000,-11.065,13.113,38.073,3.563,4.769,-3.946,136.610,180.000,-11.065,13.113,34.229,3.563,4.769,-3.946
3.15833,15.688,-8.299,44.637,79.234,33.694,-73.326,-35.830,-2.861,50.161,-36.905,-58.870,39.391,73.248,-66.317,17.618,-44.562,136.762,-180.000,-11.218,13.399,36.546,3.397,4.649,-4.094,136.762,-180.000,-11.218,13.399,32.717,3.397,4.649,-4.094
3.16250,15.507,-8.356,44.500,78.947,32.288,-73.560,-35.543,-3.073,50.222,-36.816,-58.753,39.136,72.209,-66.240,17.830,-44.319,136.914,180.000,-11.358,13.664,35.060,3.239,4.536,-4.238,136.914,180.000,-11.358,13.664,31.247,3.239,4.536,-4.238
3.16667,15.332,-8.408,44.362,78.653,30.960,-73.799,-35.257,-3.279,50.949,-36.154,-58.556,38.661,71.209,-66.165,18.041,-44.082,137.065,180.000,-11.486,13.906,33.619,3.088,4.431,-4.377,137.065,180.000,-11.486,13.906,29.820,3.088,4.431,-4.377
3.17083,15.163,-8.452,44.225,78.352,29.709,-74.043,-34.971,-3.478,51.024,-35.990,-58.375,38.184,70.450,-66.069,18.737,-43.700,137.217,180.000,-11.600,14.125,32.227,2.945,4.335,-4.510,137.217,180.000,-11.600,14.125,28.442,2.945,4.335,-4.510
3.17500,15.000,-8.489,44.088,78.044,28.536,-74.291,-34.688,-3.669,51.543,-35.563,-58.125,37.739,69.520,-65.983,18.893,-43.498,137.368,180.000,-11.699,14.323,30.887,2.810,4.248,-4.636,137.368,180.000,-11.699,14.323,27.114,2.810,4.248,-4.636
3.17917,14.842,-8.517,43.950,77.728,27.440,-74.542,-34.406,-3.854,51.821,-35.190,-57.943,37.325,68.761,-65.903,19.311,-43.220,137.520,180.000,-11.782,14.499,29.601,2.683,4.171,-4.755,137.520,180.000,-11.782,14.499,25.839,2.683,4.171,-4.755
3.18333,14.687,-8.537,43.811,77.406,26.420,-74.798,-34.128,-4.031,52.152,-34.809,-57.791,36.918,67.952,-65.862,19.390,-43.061,137.672,180.000,-11.849,14.654,28.372,2.564,4.103,-4.864,137.672,180.000,-11.849,14.654,24.619,2.564,4.103,-4.864
3.18750,14.536,-8.548,43.672,77.076,25.471,-75.058,-33.854,-4.202,52.476,-34.374,-57.680,36.558,67.272,-65.676,19.808,-42.778,137.824,180.000,-11.901,14.789,27.200,2.453,4.046,-4.964,137.824,180.000,-11.901,14.789,23.454,2.453,4.046,-4.964
3.19167,14.387,-8.550,43.533,76.741,24.591,-75.322,-33.584,-4.365,52.491,-34.279,-57.549,36.263,66.523,-65.635,19.872,-42.656,137.977,-180.000,-11.935,14.904,26.086,2.349,3.998,-5.053,137.977,-180.000,-11.935,14.904,22.345,2.349,3.998,-5.053
3.19583,14.239,-8.543,43.392,76.400,23.774,-75.589,-33.319,-4.521,52.732,-33.883,-57.244,35.590,65.777,-65.480,19.960,-42.525,138.131,180.000,-11.954,15.001,25.030,2.253,3.959,-5.130,138.131,180.000,-11.954,15.001,21.291,2.253,3.959,-5.130
3.20000,14.091,-8.526,43.251,76.056,23.016,-75.861,-33.060,-4.671,52.773,-33.503,-57.146,35.191,65.355,-65.175,20.476,-42.209,138.286,180.000,-11.957,15.080,24.030,2.163,3.929,-5.195,138.286,180.000,-11.957,15.080,20.292,2.163,3.929,-5.195
3.20417,13.942,-8.501,43.110,75.708,22.311,-76.136,-32.807,-4.814,52.823,-33.289,-56.924,34.674,64.669,-65.079,20.541,-42.150,138.442,-180.000,-11.946,15.143,23.086,2.079,3.908,-5.247,138.442,-180.000,-11.946,15.143,19.345,2.079,3.908,-5.247
3.20833,13.792,-8.466,42.967,75.358,21.654,-76.414,-32.562,-4.951,52.752,-32.983,-56.796,34.234,64.247,-64.653,21.004,-41.950,138.599,180.000,-11.920,15.192,22.195,2.000,3.895,-5.286,138.599,180.000,-11.920,15.192,18.450,2.000,3.895,-5.286
3.21250,13.638,-8.424,42.824,75.008,21.040,-76.695,-32.324,-5.081,52.799,-32.756,-56.590,33.748,63.665,-64.540,20.995,-41.886,138.757,-180.000,-11.881,15.227,21.355,1.926,3.888,-5.310,138.757,-180.000,-11.881,15.227,17.603,1.926,3.888,-5.310
3.21667,13.481,-8.374,42.680,74.659,20.462,-76.979,-32.094,-5.206,52.793,-32.597,-56.451,33.333,63.108,-64.356,21.000,-41.827,138.916,-180.000,-11.831,15.249,20.563,1.856,3.888,-5.319,138.916,-180.000,-11.831,15.249,16.802,1.856,3.888,-5.319
3.22083,13.320,-8.318,42.535,74.313,19.915,-77.264,-31.872,-5.325,52.725,-32.141,-56.303,32.832,62.851,-63.695,21.592,-41.617,139.076,-180.000,-11.771,15.259,19.816,1.789,3.892,-5.314,139.076,-180.000,-11.771,15.259,16.045,1.789,3.892,-5.314
3.22500,13.154,-8.258,42.391,73.970,19.394,-77.552,-31.657,-5.438,52.699,-31.924,-56.112,32.358,62.360,-63.586,21.533,-41.599,139.236,180.000,-11.703,15.258,19.110,1.723,3.901,-5.294,139.236,180.000,-11.703,15.258,15.328,1.723,3.901,-5.294
3.22917,12.984,-8.193,42.246,73.633,18.894,-77.840,-31.451,-5.545,52.684,-31.613,-55.948,31.906,62.048,-62.812,21.952,-41.465,139.397,-180.000,-11.629,15.246,18.443,1.659,3.913,-5.259,139.397,-180.000,-11.629,15.246,14.648,1.659,3.913,-5.259
3.23333,12.809,-8.128,42.101,73.302,18.412,-78.128,-31.251,-5.648,52.685,-31.333,-55.771,31.416,61.585,-62.666,21.882,-41.474,139.558,180.000,-11.551,15.223,17.813,1.595,3.926,-5.210,139.558,180.000,-11.551,15.223,14.004,1.595,3.926,-5.210
3.23750,12.629,-8.062,41.957,72.978,17.945,-78.417,-31.058,-5.746,52.453,-31.060,-55.666,30.977,61.160,-62.483,21.807,-41.491,139.719,180.000,-11.470,15.189,17.216,1.530,3.940,-5.146,139.719,180.000,-11.470,15.189,13.392,1.530,3.940,-5.146
3.24167,12.447,-7.998,41.814,72.662,17.489,-78.704,-30.871,-5.840,52.445,-30.800,-55.427,30.436,60.954,-61.107,22.445,-41.349,139.879,180.000,-11.390,15.142,16.649,1.463,3.954,-5.068,139.879,180.000,-11.390,15.142,12.812,1.463,3.954,-5.068
3.24583,12.262,-7.938,41.672,72.355,17.045,-78.990,-30.688,-5.929,52.429,-30.413,-55.358,30.093,60.580,-61.001,22.326,-41.397,140.038,-180.000,-11.311,15.083,16.113,1.394,3.967,-4.978,140.038,-180.000,-11.311,15.083,12.260,1.394,3.967,-4.978
3.25000,12.074,-7.884,41.532,72.058,16.610,-79.274,-30.510,-6.015,52.340,-30.145,-55.176,29.629,60.186,-60.842,22.218,-41.473,140.195,180.000,-11.236,15.011,15.604,1.321,3.978,-4.874,140.195,180.000,-11.236,15.011,11.737,1.321,3.978,-4.874
